Device_ID,threat_score,predicted_compromise,threat_category
IOT_DEV_039201,9.993221710992896e-05,0,Low Threat
IOT_DEV_014024,0.0004249189263341802,0,Low Threat
IOT_DEV_049541,0.0001903159272153491,0,Low Threat
IOT_DEV_034879,0.00017596948207083136,0,Low Threat
IOT_DEV_064393,6.803928489851719e-05,0,Low Threat
IOT_DEV_001530,0.0003280077717656961,0,Low Threat
IOT_DEV_078022,0.0002732832686645585,0,Low Threat
IOT_DEV_031079,0.00019993718598421356,0,Low Threat
IOT_DEV_030530,8.330982690652001e-05,0,Low Threat
IOT_DEV_019598,0.0007489073232733983,0,Low Threat
IOT_DEV_060237,0.00030206790064844915,0,Low Threat
IOT_DEV_026553,0.000507637109816695,0,Low Threat
IOT_DEV_004080,0.00023375009673468693,0,Low Threat
IOT_DEV_043440,0.00018821316128651424,0,Low Threat
IOT_DEV_005565,0.00034823560041086877,0,Low Threat
IOT_DEV_062182,0.00010981424579435299,0,Low Threat
IOT_DEV_002606,0.0005333733110254552,0,Low Threat
IOT_DEV_038143,0.00015543051366046594,0,Low Threat
IOT_DEV_027629,0.00012907700116594872,0,Low Threat
IOT_DEV_071091,0.00014362831203688223,0,Low Threat
IOT_DEV_068116,0.00012476076235652352,0,Low Threat
IOT_DEV_014403,8.458105282726438e-05,0,Low Threat
IOT_DEV_065325,0.0003101897435446799,0,Low Threat
IOT_DEV_079910,0.0003640507790254015,0,Low Threat
IOT_DEV_063827,0.00029789771267038623,0,Low Threat
IOT_DEV_079434,0.999297191254365,1,High Threat
IOT_DEV_009339,0.00018014701750455347,0,Low Threat
IOT_DEV_068430,9.457715094943694e-05,0,Low Threat
IOT_DEV_021732,0.00012569649987809534,0,Low Threat
IOT_DEV_036962,8.780239977755553e-05,0,Low Threat
IOT_DEV_040085,4.9106165871093235e-05,0,Low Threat
IOT_DEV_010575,0.0001364573746869236,0,Low Threat
IOT_DEV_022231,0.00028183676217440935,0,Low Threat
IOT_DEV_017241,0.00016153534125013812,0,Low Threat
IOT_DEV_034430,0.0005072159010629137,0,Low Threat
IOT_DEV_059349,0.00014422544957640147,0,Low Threat
IOT_DEV_014967,0.0005611188986532118,0,Low Threat
IOT_DEV_061068,0.00015063560630677487,0,Low Threat
IOT_DEV_002503,0.0001952342699528369,0,Low Threat
IOT_DEV_015258,9.727247936521063e-05,0,Low Threat
IOT_DEV_061092,0.0007468885938702313,0,Low Threat
IOT_DEV_025470,0.00010309573064172091,0,Low Threat
IOT_DEV_020570,0.00021528098263335756,0,Low Threat
IOT_DEV_056823,1.8738569741283878e-05,0,Low Threat
IOT_DEV_027156,0.00020056470879954916,0,Low Threat
IOT_DEV_009725,0.0005269325261416456,0,Low Threat
IOT_DEV_051251,0.000543726897154912,0,Low Threat
IOT_DEV_028076,0.00012278284324157343,0,Low Threat
IOT_DEV_061091,6.355542244617447e-05,0,Low Threat
IOT_DEV_029625,4.3738632578193915e-05,0,Low Threat
IOT_DEV_056304,0.00020396130168151466,0,Low Threat
IOT_DEV_069392,0.0007006121556107802,0,Low Threat
IOT_DEV_028099,0.00013672838611027797,0,Low Threat
IOT_DEV_042821,0.00011284441110833003,0,Low Threat
IOT_DEV_066970,0.00016064048119434094,0,Low Threat
IOT_DEV_043107,0.00010087238459150607,0,Low Threat
IOT_DEV_051756,0.00022109384856640327,0,Low Threat
IOT_DEV_062430,0.0004984276355043968,0,Low Threat
IOT_DEV_041813,0.00010848147537730526,0,Low Threat
IOT_DEV_063692,0.0005200131441213667,0,Low Threat
IOT_DEV_054358,0.00017789876959583612,0,Low Threat
IOT_DEV_020145,0.00011383623242785342,0,Low Threat
IOT_DEV_046615,0.00022622498637584246,0,Low Threat
IOT_DEV_060982,0.00031880260379226394,0,Low Threat
IOT_DEV_018830,8.593459936973677e-05,0,Low Threat
IOT_DEV_020500,0.0001630181980092036,0,Low Threat
IOT_DEV_025692,0.00029799997930692404,0,Low Threat
IOT_DEV_056465,0.00010140960517137673,0,Low Threat
IOT_DEV_052229,0.00036386991377802044,0,Low Threat
IOT_DEV_070128,0.00026010490898705505,0,Low Threat
IOT_DEV_047748,0.0002049254654437127,0,Low Threat
IOT_DEV_053692,0.0002469344485559485,0,Low Threat
IOT_DEV_071068,0.0002793063804473187,0,Low Threat
IOT_DEV_077775,0.0005733578030958615,0,Low Threat
IOT_DEV_076429,0.0001142410771144615,0,Low Threat
IOT_DEV_018608,8.075789538814737e-05,0,Low Threat
IOT_DEV_029336,6.026420226185792e-05,0,Low Threat
IOT_DEV_057295,0.000202182878289867,0,Low Threat
IOT_DEV_035165,3.864734448450601e-05,0,Low Threat
IOT_DEV_060043,0.00038373621447878984,0,Low Threat
IOT_DEV_040177,0.9973939494631449,1,High Threat
IOT_DEV_040779,0.9793423711357632,1,High Threat
IOT_DEV_008773,0.00033555322588209194,0,Low Threat
IOT_DEV_049790,0.0003745054022031867,0,Low Threat
IOT_DEV_041790,0.00019980391177893162,0,Low Threat
IOT_DEV_067321,0.0001425578024229886,0,Low Threat
IOT_DEV_069759,8.840859072357556e-05,0,Low Threat
IOT_DEV_079390,0.00028951970115946037,0,Low Threat
IOT_DEV_056900,0.0001222005052428859,0,Low Threat
IOT_DEV_072657,0.00012198355735262656,0,Low Threat
IOT_DEV_012311,0.0002293551612028521,0,Low Threat
IOT_DEV_060166,7.843744987758532e-05,0,Low Threat
IOT_DEV_039156,6.717542551411069e-05,0,Low Threat
IOT_DEV_053676,0.00023940028570536027,0,Low Threat
IOT_DEV_003404,0.00010121196197690814,0,Low Threat
IOT_DEV_014255,4.904011228602457e-05,0,Low Threat
IOT_DEV_011669,0.00014694374754573085,0,Low Threat
IOT_DEV_045428,0.00037070965187555586,0,Low Threat
IOT_DEV_065502,0.0002040699647357689,0,Low Threat
IOT_DEV_074036,0.00013180568589840242,0,Low Threat
IOT_DEV_034492,0.0006121343085128953,0,Low Threat
IOT_DEV_008182,9.039692685613348e-05,0,Low Threat
IOT_DEV_017371,0.00010194159580387158,0,Low Threat
IOT_DEV_035190,8.977169802437072e-05,0,Low Threat
IOT_DEV_018699,0.00018949648169292992,0,Low Threat
IOT_DEV_073675,0.00012397461459539517,0,Low Threat
IOT_DEV_019355,0.0003925177274281838,0,Low Threat
IOT_DEV_023038,5.038160925288046e-05,0,Low Threat
IOT_DEV_060716,0.00014990620487150854,0,Low Threat
IOT_DEV_062576,0.0002439865307260472,0,Low Threat
IOT_DEV_044205,0.00012481735278695765,0,Low Threat
IOT_DEV_061346,0.00023950536773644773,0,Low Threat
IOT_DEV_027754,5.107518173765666e-05,0,Low Threat
IOT_DEV_070352,0.9999993974578911,1,High Threat
IOT_DEV_076826,0.00037750578405061776,0,Low Threat
IOT_DEV_078620,0.00015766644425185535,0,Low Threat
IOT_DEV_042621,0.00014037841441560424,0,Low Threat
IOT_DEV_027873,9.068926256568157e-05,0,Low Threat
IOT_DEV_040368,0.00014562018611374034,0,Low Threat
IOT_DEV_031339,0.00017312758320630294,0,Low Threat
IOT_DEV_013153,0.0007919660456221494,0,Low Threat
IOT_DEV_068886,9.201258977830983e-05,0,Low Threat
IOT_DEV_024500,6.859456686897598e-05,0,Low Threat
IOT_DEV_051403,0.0001637242887298239,0,Low Threat
IOT_DEV_040475,0.0006148777446763305,0,Low Threat
IOT_DEV_075151,0.0003741742265135616,0,Low Threat
IOT_DEV_008318,0.0003775458846233314,0,Low Threat
IOT_DEV_068853,0.00035019996226477837,0,Low Threat
IOT_DEV_048335,0.0002757136620227114,0,Low Threat
IOT_DEV_053559,1.776307438677729e-05,0,Low Threat
IOT_DEV_059514,0.0001504759806753767,0,Low Threat
IOT_DEV_048816,0.0011275580440857193,0,Low Threat
IOT_DEV_021880,0.00014366332596227408,0,Low Threat
IOT_DEV_067678,0.00011905551460928202,0,Low Threat
IOT_DEV_000279,0.00035438046500560906,0,Low Threat
IOT_DEV_026822,9.580171535885258e-05,0,Low Threat
IOT_DEV_035432,0.00017028371521051472,0,Low Threat
IOT_DEV_053560,0.00014347952785454354,0,Low Threat
IOT_DEV_045217,0.0001345351407497887,0,Low Threat
IOT_DEV_041848,0.000328962309584734,0,Low Threat
IOT_DEV_060148,0.0002371842595233827,0,Low Threat
IOT_DEV_021910,0.00018272284649558672,0,Low Threat
IOT_DEV_037533,8.635301609693974e-05,0,Low Threat
IOT_DEV_017715,0.0001282941456459664,0,Low Threat
IOT_DEV_027481,5.517881259315445e-05,0,Low Threat
IOT_DEV_035971,3.632060438647075e-05,0,Low Threat
IOT_DEV_029706,5.614932917429888e-05,0,Low Threat
IOT_DEV_046461,0.0009566107163046065,0,Low Threat
IOT_DEV_048670,6.904005999608014e-05,0,Low Threat
IOT_DEV_026349,4.6761158869627016e-05,0,Low Threat
IOT_DEV_056695,0.00010041324136810793,0,Low Threat
IOT_DEV_076300,0.0004556147882462974,0,Low Threat
IOT_DEV_070892,0.00022030151887858333,0,Low Threat
IOT_DEV_077551,6.582221689057616e-05,0,Low Threat
IOT_DEV_050405,6.751341677296827e-05,0,Low Threat
IOT_DEV_056199,6.000895384558667e-05,0,Low Threat
IOT_DEV_062380,6.364576629730949e-05,0,Low Threat
IOT_DEV_030138,3.4924686902568076e-05,0,Low Threat
IOT_DEV_007109,0.0002606491221207383,0,Low Threat
IOT_DEV_046495,0.9793380265685936,1,High Threat
IOT_DEV_006793,5.359006182167416e-05,0,Low Threat
IOT_DEV_034383,0.00018486672664638824,0,Low Threat
IOT_DEV_035177,0.0002822696629736438,0,Low Threat
IOT_DEV_007432,0.0003498013818236922,0,Low Threat
IOT_DEV_012401,0.00017534180349764404,0,Low Threat
IOT_DEV_077524,0.0002894335759179999,0,Low Threat
IOT_DEV_020068,0.00015750196645409874,0,Low Threat
IOT_DEV_073443,0.000161729110558335,0,Low Threat
IOT_DEV_051742,0.0003935678472323395,0,Low Threat
IOT_DEV_016175,0.00018125878372553673,0,Low Threat
IOT_DEV_010674,0.0005248928957560122,0,Low Threat
IOT_DEV_020276,2.2348102955869545e-05,0,Low Threat
IOT_DEV_026228,8.413455062195911e-05,0,Low Threat
IOT_DEV_047348,0.0009375770774362834,0,Low Threat
IOT_DEV_003037,0.00017394360739989584,0,Low Threat
IOT_DEV_041019,0.00028335792000552427,0,Low Threat
IOT_DEV_040251,0.0005781833655348461,0,Low Threat
IOT_DEV_026091,0.00012066762229755481,0,Low Threat
IOT_DEV_025606,0.0003050047543552234,0,Low Threat
IOT_DEV_074909,0.0003009942127254466,0,Low Threat
IOT_DEV_063711,0.000389627148420887,0,Low Threat
IOT_DEV_011931,3.2770307911894644e-05,0,Low Threat
IOT_DEV_013610,0.00024101678379531425,0,Low Threat
IOT_DEV_070842,0.000129533656614541,0,Low Threat
IOT_DEV_067326,0.00026334914027409856,0,Low Threat
IOT_DEV_059763,0.0001453552930776973,0,Low Threat
IOT_DEV_002955,0.0005527972653238464,0,Low Threat
IOT_DEV_034439,5.0253567524663726e-05,0,Low Threat
IOT_DEV_050040,0.0001656168968076204,0,Low Threat
IOT_DEV_050053,8.754722789498932e-05,0,Low Threat
IOT_DEV_048756,0.0001445526956540384,0,Low Threat
IOT_DEV_035684,0.0002815899756543854,0,Low Threat
IOT_DEV_063562,0.00037793156369960265,0,Low Threat
IOT_DEV_077016,0.0015726798528921122,0,Low Threat
IOT_DEV_067961,5.532106025859815e-05,0,Low Threat
IOT_DEV_021528,0.00023197961063735649,0,Low Threat
IOT_DEV_049839,0.0007308365154145971,0,Low Threat
IOT_DEV_045670,9.670795636908677e-05,0,Low Threat
IOT_DEV_058045,0.00030844712110931637,0,Low Threat
IOT_DEV_020976,8.185569481157619e-05,0,Low Threat
IOT_DEV_056340,7.982864113884725e-05,0,Low Threat
IOT_DEV_026102,0.00016203274723490454,0,Low Threat
IOT_DEV_039088,0.0005911264374694828,0,Low Threat
IOT_DEV_062835,0.00048167313894852446,0,Low Threat
IOT_DEV_076669,0.00014697474926536117,0,Low Threat
IOT_DEV_019549,3.1878084990003366e-05,0,Low Threat
IOT_DEV_062010,7.219196624352984e-05,0,Low Threat
IOT_DEV_023331,0.00020308465091235084,0,Low Threat
IOT_DEV_043768,9.272208260950458e-05,0,Low Threat
IOT_DEV_030450,0.00014199693935203108,0,Low Threat
IOT_DEV_016277,0.00019219035494079048,0,Low Threat
IOT_DEV_065313,0.00028669820633489703,0,Low Threat
IOT_DEV_004249,0.00012801039261778522,0,Low Threat
IOT_DEV_041083,0.0001530183901856318,0,Low Threat
IOT_DEV_074608,9.237892370840548e-05,0,Low Threat
IOT_DEV_002969,8.443001959264457e-05,0,Low Threat
IOT_DEV_038176,0.00034111286217464306,0,Low Threat
IOT_DEV_055180,8.6876409528723e-05,0,Low Threat
IOT_DEV_052064,4.055821461423321e-05,0,Low Threat
IOT_DEV_075580,0.00032760912053894425,0,Low Threat
IOT_DEV_021686,0.00016651698729191184,0,Low Threat
IOT_DEV_056030,0.0001446195804763018,0,Low Threat
IOT_DEV_060457,0.00014319125027106088,0,Low Threat
IOT_DEV_076750,0.00010774377950717496,0,Low Threat
IOT_DEV_010849,0.00012022470166196671,0,Low Threat
IOT_DEV_000324,0.0001745353914089798,0,Low Threat
IOT_DEV_018776,0.0001957912978893077,0,Low Threat
IOT_DEV_046458,0.0002755941165307597,0,Low Threat
IOT_DEV_038954,4.324015986936593e-05,0,Low Threat
IOT_DEV_003133,4.7927170675442363e-05,0,Low Threat
IOT_DEV_058682,0.00023005621105848538,0,Low Threat
IOT_DEV_006758,0.00012514260690745443,0,Low Threat
IOT_DEV_035839,0.0005193431166073614,0,Low Threat
IOT_DEV_018025,0.00016163467540333986,0,Low Threat
IOT_DEV_072775,0.0003803829107827564,0,Low Threat
IOT_DEV_061474,0.0003482457797811819,0,Low Threat
IOT_DEV_008247,7.024834660135806e-05,0,Low Threat
IOT_DEV_007118,0.00044287341175907035,0,Low Threat
IOT_DEV_077920,0.0002515427795110767,0,Low Threat
IOT_DEV_018148,0.0008536063663909528,0,Low Threat
IOT_DEV_020580,7.01729079144852e-05,0,Low Threat
IOT_DEV_020808,5.5461907459664876e-05,0,Low Threat
IOT_DEV_055136,0.00027808812545379173,0,Low Threat
IOT_DEV_078817,6.991089956404894e-05,0,Low Threat
IOT_DEV_015679,0.00016977874545307065,0,Low Threat
IOT_DEV_013822,0.00017767997250545153,0,Low Threat
IOT_DEV_068444,0.00013765934269144588,0,Low Threat
IOT_DEV_017550,0.0001067972797642316,0,Low Threat
IOT_DEV_025246,0.0004049444224072209,0,Low Threat
IOT_DEV_011752,0.00030302930055991237,0,Low Threat
IOT_DEV_035480,7.463056006643875e-05,0,Low Threat
IOT_DEV_046025,0.00017524268476336183,0,Low Threat
IOT_DEV_041321,0.00010259007505592871,0,Low Threat
IOT_DEV_056667,0.00019221858874622348,0,Low Threat
IOT_DEV_063101,8.769206070116869e-05,0,Low Threat
IOT_DEV_062169,0.0003183768189668244,0,Low Threat
IOT_DEV_006649,7.418528658189498e-05,0,Low Threat
IOT_DEV_037991,0.00025328539978048813,0,Low Threat
IOT_DEV_014193,0.00013308010101879732,0,Low Threat
IOT_DEV_022380,8.26475256861604e-05,0,Low Threat
IOT_DEV_000314,0.0004171186881079645,0,Low Threat
IOT_DEV_066222,0.00037075251089734067,0,Low Threat
IOT_DEV_012808,0.00022788048246022647,0,Low Threat
IOT_DEV_038900,0.00034820709674464865,0,Low Threat
IOT_DEV_070384,0.00012957629264232656,0,Low Threat
IOT_DEV_007845,0.000219078396938903,0,Low Threat
IOT_DEV_026972,9.893008284109523e-05,0,Low Threat
IOT_DEV_021290,0.00037042656495517843,0,Low Threat
IOT_DEV_067044,0.0005883503339754266,0,Low Threat
IOT_DEV_016972,8.444314165417509e-05,0,Low Threat
IOT_DEV_000980,7.305299805565626e-05,0,Low Threat
IOT_DEV_021745,0.00130746051762922,0,Low Threat
IOT_DEV_061943,0.0002159019859367042,0,Low Threat
IOT_DEV_073089,0.9999261453609958,1,High Threat
IOT_DEV_074078,0.00020972491781621997,0,Low Threat
IOT_DEV_018576,0.0003206451637852318,0,Low Threat
IOT_DEV_045754,0.0001112958737004621,0,Low Threat
IOT_DEV_000380,0.00012120401104182345,0,Low Threat
IOT_DEV_067250,0.00019261876707619922,0,Low Threat
IOT_DEV_000663,0.00032469929433032505,0,Low Threat
IOT_DEV_070082,0.0010377230701240398,0,Low Threat
IOT_DEV_071922,0.00022808456344924015,0,Low Threat
IOT_DEV_077110,5.485317109099317e-05,0,Low Threat
IOT_DEV_067231,0.0002837997310306925,0,Low Threat
IOT_DEV_021364,3.704484611506486e-05,0,Low Threat
IOT_DEV_039803,0.00016833401316723243,0,Low Threat
IOT_DEV_009207,4.99609733673102e-05,0,Low Threat
IOT_DEV_013739,0.00010162473598872533,0,Low Threat
IOT_DEV_046819,0.00011825291813923798,0,Low Threat
IOT_DEV_074373,5.116377522163852e-05,0,Low Threat
IOT_DEV_005325,0.0002502788739491008,0,Low Threat
IOT_DEV_058504,8.925312993463924e-05,0,Low Threat
IOT_DEV_036609,0.00019787748611499833,0,Low Threat
IOT_DEV_072718,8.476713386292373e-05,0,Low Threat
IOT_DEV_023152,0.00010357152382662483,0,Low Threat
IOT_DEV_030953,8.271502573251782e-05,0,Low Threat
IOT_DEV_055282,0.00020197606498064427,0,Low Threat
IOT_DEV_015441,0.00020882060357450165,0,Low Threat
IOT_DEV_034167,0.00011295150956883362,0,Low Threat
IOT_DEV_010956,0.0001324398236306725,0,Low Threat
IOT_DEV_000348,0.00022161501663941962,0,Low Threat
IOT_DEV_015295,0.00015588030142507387,0,Low Threat
IOT_DEV_019385,0.00027264041730024974,0,Low Threat
IOT_DEV_061377,4.466261892578444e-05,0,Low Threat
IOT_DEV_024041,6.520639214812864e-05,0,Low Threat
IOT_DEV_060557,0.0004211058851672339,0,Low Threat
IOT_DEV_068977,0.0001368368974755414,0,Low Threat
IOT_DEV_025211,7.387598610875079e-05,0,Low Threat
IOT_DEV_041596,0.00011566436429040102,0,Low Threat
IOT_DEV_044152,0.00025250053461768195,0,Low Threat
IOT_DEV_065566,3.4611564712676534e-05,0,Low Threat
IOT_DEV_030661,0.0005708607443360958,0,Low Threat
IOT_DEV_064523,8.673556610271152e-05,0,Low Threat
IOT_DEV_016427,0.0008722696927135421,0,Low Threat
IOT_DEV_052633,0.00021910499489445138,0,Low Threat
IOT_DEV_019287,0.0007354345232487856,0,Low Threat
IOT_DEV_047573,0.0005021668724119496,0,Low Threat
IOT_DEV_053613,0.00013940725765100934,0,Low Threat
IOT_DEV_078074,0.0005848273485458018,0,Low Threat
IOT_DEV_062985,4.545962347564818e-05,0,Low Threat
IOT_DEV_063237,6.0979082809913244e-05,0,Low Threat
IOT_DEV_037838,9.75460274692589e-05,0,Low Threat
IOT_DEV_066587,6.447437432613418e-05,0,Low Threat
IOT_DEV_047558,0.0007356771674212428,0,Low Threat
IOT_DEV_048391,0.00038301183526081445,0,Low Threat
IOT_DEV_068238,0.0004404787075870844,0,Low Threat
IOT_DEV_005048,0.00031571638573738416,0,Low Threat
IOT_DEV_028684,8.209695102573304e-05,0,Low Threat
IOT_DEV_061266,0.00029561383395590554,0,Low Threat
IOT_DEV_045283,0.9724033941174847,1,High Threat
IOT_DEV_046396,6.86262987869481e-05,0,Low Threat
IOT_DEV_052905,0.00047409289909447,0,Low Threat
IOT_DEV_079211,7.70377581957855e-05,0,Low Threat
IOT_DEV_018894,0.0004123262620642745,0,Low Threat
IOT_DEV_045574,3.6858358201037176e-05,0,Low Threat
IOT_DEV_051563,0.00016408542198167054,0,Low Threat
IOT_DEV_020035,0.00012542940936386475,0,Low Threat
IOT_DEV_069868,0.0001854278936379981,0,Low Threat
IOT_DEV_016987,0.00010593115081782019,0,Low Threat
IOT_DEV_012144,0.0003446208791898155,0,Low Threat
IOT_DEV_029154,0.0004372511140623698,0,Low Threat
IOT_DEV_076474,0.0003868106080390239,0,Low Threat
IOT_DEV_051271,0.0005516300077538001,0,Low Threat
IOT_DEV_030666,0.00018213441206544335,0,Low Threat
IOT_DEV_002475,5.300955517554794e-05,0,Low Threat
IOT_DEV_024591,0.00015283024726740706,0,Low Threat
IOT_DEV_049645,6.345400253601395e-05,0,Low Threat
IOT_DEV_021767,0.00030557191511461606,0,Low Threat
IOT_DEV_078139,1.6907709136879964e-05,0,Low Threat
IOT_DEV_038783,5.673865200478225e-05,0,Low Threat
IOT_DEV_038815,0.00026369530750269224,0,Low Threat
IOT_DEV_039684,8.925718983935134e-05,0,Low Threat
IOT_DEV_071215,0.00018937536768190492,0,Low Threat
IOT_DEV_024146,0.00015982234336661834,0,Low Threat
IOT_DEV_055524,0.00013698845546185394,0,Low Threat
IOT_DEV_044078,0.0006788236145934145,0,Low Threat
IOT_DEV_010902,0.00012466768334291623,0,Low Threat
IOT_DEV_020083,0.00021749692369472007,0,Low Threat
IOT_DEV_011779,8.133321269411346e-05,0,Low Threat
IOT_DEV_013040,0.00016323469499985663,0,Low Threat
IOT_DEV_009490,8.989744752182314e-05,0,Low Threat
IOT_DEV_035564,0.0003175789343150396,0,Low Threat
IOT_DEV_036058,0.00011539340935263259,0,Low Threat
IOT_DEV_034668,0.00018125965099583937,0,Low Threat
IOT_DEV_064715,9.766401402029224e-05,0,Low Threat
IOT_DEV_000958,0.00016917441804927745,0,Low Threat
IOT_DEV_029353,0.0002159972401196646,0,Low Threat
IOT_DEV_029881,0.000564303746089348,0,Low Threat
IOT_DEV_035640,0.0002439237835813197,0,Low Threat
IOT_DEV_062992,0.0004085904590770113,0,Low Threat
IOT_DEV_042550,0.00015720434507706605,0,Low Threat
IOT_DEV_030234,0.0001113725404760902,0,Low Threat
IOT_DEV_075280,0.00010484903885522055,0,Low Threat
IOT_DEV_074258,3.946853058243107e-05,0,Low Threat
IOT_DEV_055583,0.0002376225707489459,0,Low Threat
IOT_DEV_019633,0.0001882568673470462,0,Low Threat
IOT_DEV_005344,0.00040823371443903867,0,Low Threat
IOT_DEV_004231,6.175399704179845e-05,0,Low Threat
IOT_DEV_024180,0.0002123586101555135,0,Low Threat
IOT_DEV_053468,0.00041155973783693254,0,Low Threat
IOT_DEV_008518,0.0002213571154518984,0,Low Threat
IOT_DEV_040093,0.00041410320260180635,0,Low Threat
IOT_DEV_047291,0.00035831887708606436,0,Low Threat
IOT_DEV_067555,0.0002633978299050187,0,Low Threat
IOT_DEV_001403,8.281472210559885e-05,0,Low Threat
IOT_DEV_008507,0.0006902186344690936,0,Low Threat
IOT_DEV_047487,0.00016518683121408435,0,Low Threat
IOT_DEV_039849,2.6794790051210283e-05,0,Low Threat
IOT_DEV_039364,0.0001325380675253155,0,Low Threat
IOT_DEV_030646,0.000180903832402673,0,Low Threat
IOT_DEV_075913,0.0006578141857600083,0,Low Threat
IOT_DEV_024944,0.0002812380143948646,0,Low Threat
IOT_DEV_022776,0.00029678149383515477,0,Low Threat
IOT_DEV_069304,4.665277948201205e-05,0,Low Threat
IOT_DEV_075797,0.00013073591047676182,0,Low Threat
IOT_DEV_025384,0.00019009915037254766,0,Low Threat
IOT_DEV_040792,0.0001266335878953407,0,Low Threat
IOT_DEV_028714,0.00016952670082910352,0,Low Threat
IOT_DEV_074131,0.00035684481847712417,0,Low Threat
IOT_DEV_036603,6.036177638609224e-05,0,Low Threat
IOT_DEV_062126,0.00010437890475419853,0,Low Threat
IOT_DEV_074052,0.00030566627568208617,0,Low Threat
IOT_DEV_041252,0.0003499186260413302,0,Low Threat
IOT_DEV_013823,0.001040801965145032,0,Low Threat
IOT_DEV_068773,0.00025533218736926516,0,Low Threat
IOT_DEV_033284,0.9995650991654047,1,High Threat
IOT_DEV_059934,0.0007573022031935108,0,Low Threat
IOT_DEV_048202,0.0001404263243457919,0,Low Threat
IOT_DEV_042171,9.151598529300431e-05,0,Low Threat
IOT_DEV_009519,0.00035344513188995737,0,Low Threat
IOT_DEV_073142,0.0002646805767379243,0,Low Threat
IOT_DEV_022911,0.0001452035086550538,0,Low Threat
IOT_DEV_037967,0.00013970440370560013,0,Low Threat
IOT_DEV_027889,0.0001454434181578782,0,Low Threat
IOT_DEV_047877,0.00022327582937743074,0,Low Threat
IOT_DEV_017463,0.00010286327566612793,0,Low Threat
IOT_DEV_057013,0.0004502459087567975,0,Low Threat
IOT_DEV_079580,0.00041567322071679215,0,Low Threat
IOT_DEV_028149,0.00010089458971001345,0,Low Threat
IOT_DEV_053063,0.00016965615010239125,0,Low Threat
IOT_DEV_063924,0.00018930055550207538,0,Low Threat
IOT_DEV_035962,0.00019991753352226904,0,Low Threat
IOT_DEV_003209,0.00018770499467993972,0,Low Threat
IOT_DEV_046055,0.0002027524523996224,0,Low Threat
IOT_DEV_065149,0.00015091165654437393,0,Low Threat
IOT_DEV_021045,8.868621151295727e-05,0,Low Threat
IOT_DEV_038851,0.00019224913426982485,0,Low Threat
IOT_DEV_068284,0.9999798799687317,1,High Threat
